name,source,source_book,best_candidate,similarity
"Insightful Strike, Greater",tome-of-battle-the-book-of-nine-swords,Tome of Battle: The Book of Nine Swords,"sign of sealing, greater",0.64
Iron Bones,tome-of-battle-the-book-of-nine-swords,Tome of Battle: The Book of Nine Swords,iron body,0.737
Iron Guard's Glare,tome-of-battle-the-book-of-nine-swords,Tome of Battle: The Book of Nine Swords,imperious glare,0.667
Iron Heart Endurance,tome-of-battle-the-book-of-nine-swords,Tome of Battle: The Book of Nine Swords,bear's endurance,0.722
Iron Heart Focus,tome-of-battle-the-book-of-nine-swords,Tome of Battle: The Book of Nine Swords,iron scarf,0.615
Iron Heart Surge,tome-of-battle-the-book-of-nine-swords,Tome of Battle: The Book of Nine Swords,tidal surge,0.593
Irresistible Mountain Strike,tome-of-battle-the-book-of-nine-swords,Tome of Battle: The Book of Nine Swords,irresistible dance,0.652
Island of Blades,tome-of-battle-the-book-of-nine-swords,Tome of Battle: The Book of Nine Swords,ring of blades,0.8
Law Bearer,tome-of-battle-the-book-of-nine-swords,Tome of Battle: The Book of Nine Swords,blade barrier,0.696
Leading the Attack,tome-of-battle-the-book-of-nine-swords,Tome of Battle: The Book of Nine Swords,find the path,0.581
Leading the Charge,tome-of-battle-the-book-of-nine-swords,Tome of Battle: The Book of Nine Swords,aiming at the target,0.684
Leaping Dragon Stance,tome-of-battle-the-book-of-nine-swords,Tome of Battle: The Book of Nine Swords,blistering radiance,0.6
Leaping Flame,tome-of-battle-the-book-of-nine-swords,Tome of Battle: The Book of Nine Swords,dancing blade,0.615
Lightning Recovery,tome-of-battle-the-book-of-nine-swords,Tome of Battle: The Book of Nine Swords,lightning bolt,0.688
Lightning Throw,tome-of-battle-the-book-of-nine-swords,Tome of Battle: The Book of Nine Swords,lightning bolt,0.759
Lingering Inferno,tome-of-battle-the-book-of-nine-swords,Tome of Battle: The Book of Nine Swords,blistering radiance,0.611
Manticore Parry,tome-of-battle-the-book-of-nine-swords,Tome of Battle: The Book of Nine Swords,antipathy,0.583
Martial Spirit,tome-of-battle-the-book-of-nine-swords,Tome of Battle: The Book of Nine Swords,critical strike,0.621
Mighty Throw,tome-of-battle-the-book-of-nine-swords,Tome of Battle: The Book of Nine Swords,flight of the dragon,0.562
Mind Over Body,tome-of-battle-the-book-of-nine-swords,Tome of Battle: The Book of Nine Swords,mind bond,0.696
Mind Strike,tome-of-battle-the-book-of-nine-swords,Tome of Battle: The Book of Nine Swords,vine strike,0.818
Mirrored Pursuit,tome-of-battle-the-book-of-nine-swords,Tome of Battle: The Book of Nine Swords,fires of purity,0.581
Mithral Tornado,tome-of-battle-the-book-of-nine-swords,Tome of Battle: The Book of Nine Swords,mirage arcana,0.571
Moment of Alacrity,tome-of-battle-the-book-of-nine-swords,Tome of Battle: The Book of Nine Swords,moment of clarity,0.914
Moment of Perfect Mind,tome-of-battle-the-book-of-nine-swords,Tome of Battle: The Book of Nine Swords,omen of peril,0.686
Mountain Avalanche,tome-of-battle-the-book-of-nine-swords,Tome of Battle: The Book of Nine Swords,obedient avalanche,0.722
Mountain Hammer,tome-of-battle-the-book-of-nine-swords,Tome of Battle: The Book of Nine Swords,continual flame,0.6
Mountain Tombstone Strike,tome-of-battle-the-book-of-nine-swords,Tome of Battle: The Book of Nine Swords,vine strike,0.556
Obscuring Shadow Veil,tome-of-battle-the-book-of-nine-swords,Tome of Battle: The Book of Nine Swords,obscuring mist,0.629
One with Shadow,tome-of-battle-the-book-of-nine-swords,Tome of Battle: The Book of Nine Swords,enervating shadow,0.625
Order Forged from Chaos,tome-of-battle-the-book-of-nine-swords,Tome of Battle: The Book of Nine Swords,protection from chaos,0.636
Overwhelming Mountain Strike,tome-of-battle-the-book-of-nine-swords,Tome of Battle: The Book of Nine Swords,walk the mountain's path,0.538
Pearl of Black Doubt,tome-of-battle-the-book-of-nine-swords,Tome of Battle: The Book of Nine Swords,rain of black tulips,0.6
Pouncing Charge,tome-of-battle-the-book-of-nine-swords,Tome of Battle: The Book of Nine Swords,focusing chant,0.621
Press the Advantage,tome-of-battle-the-book-of-nine-swords,Tome of Battle: The Book of Nine Swords,irresistible dance,0.595
Prey on the Weak,tome-of-battle-the-book-of-nine-swords,Tome of Battle: The Book of Nine Swords,eyes of the king,0.625
Punishing Stance,tome-of-battle-the-book-of-nine-swords,Tome of Battle: The Book of Nine Swords,vanishing weapon,0.625
Quicksilver Motion,tome-of-battle-the-book-of-nine-swords,Tome of Battle: The Book of Nine Swords,inquisition,0.621
Rabid Bear Strike,tome-of-battle-the-book-of-nine-swords,Tome of Battle: The Book of Nine Swords,grave strike,0.69
Rabid Wolf Strike,tome-of-battle-the-book-of-nine-swords,Tome of Battle: The Book of Nine Swords,critical strike,0.625
Radiant Charge,tome-of-battle-the-book-of-nine-swords,Tome of Battle: The Book of Nine Swords,radiant fog,0.72
Raging Mongoose,tome-of-battle-the-book-of-nine-swords,Tome of Battle: The Book of Nine Swords,rain of roses,0.643
Rallying Strike,tome-of-battle-the-book-of-nine-swords,Tome of Battle: The Book of Nine Swords,vine strike,0.692
Rapid Counter,tome-of-battle-the-book-of-nine-swords,Tome of Battle: The Book of Nine Swords,brain spider,0.56
Revitalizing Strike,tome-of-battle-the-book-of-nine-swords,Tome of Battle: The Book of Nine Swords,critical strike,0.706
Ring of Fire,tome-of-battle-the-book-of-nine-swords,Tome of Battle: The Book of Nine Swords,orb of fire,0.783
Rising Phoenix,tome-of-battle-the-book-of-nine-swords,Tome of Battle: The Book of Nine Swords,vanishing weapon,0.6
Roots of the Mountain,tome-of-battle-the-book-of-nine-swords,Tome of Battle: The Book of Nine Swords,mark of the hunter,0.615
Ruby Nightmare Blade,tome-of-battle-the-book-of-nine-swords,Tome of Battle: The Book of Nine Swords,nightmare,0.621
Salamander Charge,tome-of-battle-the-book-of-nine-swords,Tome of Battle: The Book of Nine Swords,planar exchange,0.625
Sapphire Nightmare Blade,tome-of-battle-the-book-of-nine-swords,Tome of Battle: The Book of Nine Swords,whirling blade,0.579
Scorpion Parry,tome-of-battle-the-book-of-nine-swords,Tome of Battle: The Book of Nine Swords,scorching ray,0.667
Scything Blade,tome-of-battle-the-book-of-nine-swords,Tome of Battle: The Book of Nine Swords,dancing blade,0.741
Searing Blade,tome-of-battle-the-book-of-nine-swords,Tome of Battle: The Book of Nine Swords,dancing blade,0.769
Searing Charge,tome-of-battle-the-book-of-nine-swords,Tome of Battle: The Book of Nine Swords,searing light,0.667
Shadow Blade Technique,tome-of-battle-the-book-of-nine-swords,Tome of Battle: The Book of Nine Swords,beshadowed blast,0.579
Shadow Blink,tome-of-battle-the-book-of-nine-swords,Tome of Battle: The Book of Nine Swords,shadow walk,0.783
Shadow Garrote,tome-of-battle-the-book-of-nine-swords,Tome of Battle: The Book of Nine Swords,shadow guardians,0.667
Shadow Jaunt,tome-of-battle-the-book-of-nine-swords,Tome of Battle: The Book of Nine Swords,shadow walk,0.696
Shadow Noose,tome-of-battle-the-book-of-nine-swords,Tome of Battle: The Book of Nine Swords,shadow landscape,0.714
Shadow Stride,tome-of-battle-the-book-of-nine-swords,Tome of Battle: The Book of Nine Swords,shadow form,0.667
Shield Block,tome-of-battle-the-book-of-nine-swords,Tome of Battle: The Book of Nine Swords,shield,0.667
Shield Counter,tome-of-battle-the-book-of-nine-swords,Tome of Battle: The Book of Nine Swords,shield other,0.846
Shifting Defense,tome-of-battle-the-book-of-nine-swords,Tome of Battle: The Book of Nine Swords,crushing despair,0.562
Soaring Raptor Strike,tome-of-battle-the-book-of-nine-swords,Tome of Battle: The Book of Nine Swords,grave strike,0.606
Soaring Throw,tome-of-battle-the-book-of-nine-swords,Tome of Battle: The Book of Nine Swords,scorching ray,0.615
Stalker in the Night,tome-of-battle-the-book-of-nine-swords,Tome of Battle: The Book of Nine Swords,breath of the night,0.615
Stalking Shadow,tome-of-battle-the-book-of-nine-swords,Tome of Battle: The Book of Nine Swords,enervating shadow,0.688
Stance of Alacrity,tome-of-battle-the-book-of-nine-swords,Tome of Battle: The Book of Nine Swords,moment of clarity,0.629
Stance of Clarity,tome-of-battle-the-book-of-nine-swords,Tome of Battle: The Book of Nine Swords,moment of clarity,0.706
Steel Wind,tome-of-battle-the-book-of-nine-swords,Tome of Battle: The Book of Nine Swords,second wind,0.667
Steely Strike,tome-of-battle-the-book-of-nine-swords,Tome of Battle: The Book of Nine Swords,tree stride,0.75
Step of the Dancing Moth,tome-of-battle-the-book-of-nine-swords,Tome of Battle: The Book of Nine Swords,bite of the king,0.65
Step of the Wind,tome-of-battle-the-book-of-nine-swords,Tome of Battle: The Book of Nine Swords,bite of the king,0.75
Stone Bones,tome-of-battle-the-book-of-nine-swords,Tome of Battle: The Book of Nine Swords,stone to flesh,0.72
Stone Dragon's Fury,tome-of-battle-the-book-of-nine-swords,Tome of Battle: The Book of Nine Swords,antidragon aura,0.588
Stone Vise,tome-of-battle-the-book-of-nine-swords,Tome of Battle: The Book of Nine Swords,stone fist,0.8
Stonefoot Stance,tome-of-battle-the-book-of-nine-swords,Tome of Battle: The Book of Nine Swords,stone shape,0.667
Strength Draining Strike,tome-of-battle-the-book-of-nine-swords,Tome of Battle: The Book of Nine Swords,true strike,0.571
Strength of Stone,tome-of-battle-the-book-of-nine-swords,Tome of Battle: The Book of Nine Swords,eye of stone,0.69
Strike of the Broke Shield,tome-of-battle-the-book-of-nine-swords,Tome of Battle: The Book of Nine Swords,shield of the archons,0.596
Strike of Perfect Clarity,tome-of-battle-the-book-of-nine-swords,Tome of Battle: The Book of Nine Swords,orb of electricity,0.605
Strike of Righteous Vitality,tome-of-battle-the-book-of-nine-swords,Tome of Battle: The Book of Nine Swords,sheltered vitality,0.565
Sudden Leap,tome-of-battle-the-book-of-nine-swords,Tome of Battle: The Book of Nine Swords,sunbeam,0.556
Supreme Blade Parry,tome-of-battle-the-book-of-nine-swords,Tome of Battle: The Book of Nine Swords,smoke ladder,0.581
Swarm Tactics,tome-of-battle-the-book-of-nine-swords,Tome of Battle: The Book of Nine Swords,status,0.526
Swarming Assault,tome-of-battle-the-book-of-nine-swords,Tome of Battle: The Book of Nine Swords,searing light,0.621
Swooping Dragon Strike,tome-of-battle-the-book-of-nine-swords,Tome of Battle: The Book of Nine Swords,grave strike,0.588
Tactical Strike,tome-of-battle-the-book-of-nine-swords,Tome of Battle: The Book of Nine Swords,critical strike,0.867
Tactics of the Wolf,tome-of-battle-the-book-of-nine-swords,Tome of Battle: The Book of Nine Swords,kiss of the toad,0.629
Thicket of Blades,tome-of-battle-the-book-of-nine-swords,Tome of Battle: The Book of Nine Swords,ring of blades,0.71
Tide of Chaos,tome-of-battle-the-book-of-nine-swords,Tome of Battle: The Book of Nine Swords,mantle of chaos,0.786
Time Stands Still,tome-of-battle-the-book-of-nine-swords,Tome of Battle: The Book of Nine Swords,estanna's stew,0.581
Tornado Throw,tome-of-battle-the-book-of-nine-swords,Tome of Battle: The Book of Nine Swords,storm tower,0.583
Vanguard Strike,tome-of-battle-the-book-of-nine-swords,Tome of Battle: The Book of Nine Swords,vine strike,0.692
Wall of Blades,tome-of-battle-the-book-of-nine-swords,Tome of Battle: The Book of Nine Swords,wall of bones,0.815
War Leader's Charge,tome-of-battle-the-book-of-nine-swords,Tome of Battle: The Book of Nine Swords,warlock's call,0.545
War Master's Charge,tome-of-battle-the-book-of-nine-swords,Tome of Battle: The Book of Nine Swords,master's touch,0.667
White Raven Hammer,tome-of-battle-the-book-of-nine-swords,Tome of Battle: The Book of Nine Swords,chaos hammer,0.6
White Raven Strike,tome-of-battle-the-book-of-nine-swords,Tome of Battle: The Book of Nine Swords,grave strike,0.733
White Raven Tactics,tome-of-battle-the-book-of-nine-swords,Tome of Battle: The Book of Nine Swords,smite heretic,0.562
Wind Stride,tome-of-battle-the-book-of-nine-swords,Tome of Battle: The Book of Nine Swords,city stride,0.727
Wolf Climbs the Mountain,tome-of-battle-the-book-of-nine-swords,Tome of Battle: The Book of Nine Swords,walk the mountain's path,0.625
Wolf Fang Strike,tome-of-battle-the-book-of-nine-swords,Tome of Battle: The Book of Nine Swords,flame strike,0.643
Wolf Pack Tactics,tome-of-battle-the-book-of-nine-swords,Tome of Battle: The Book of Nine Swords,black tentacles,0.562
Wolverine Stance,tome-of-battle-the-book-of-nine-swords,Tome of Battle: The Book of Nine Swords,resistance,0.615
Wyrm's Flame,tome-of-battle-the-book-of-nine-swords,Tome of Battle: The Book of Nine Swords,master's lament,0.593
Zephyr Dance,tome-of-battle-the-book-of-nine-swords,Tome of Battle: The Book of Nine Swords,deeper darkness,0.593
Augment Truefriend,tome-of-magic,Tome of Magic,augment familiar,0.529
Bane of the Archrival,tome-of-magic,Tome of Magic,eyes of the avoral,0.667
Beckon Monster,tome-of-magic,Tome of Magic,daze monster,0.692
Beckon Person,tome-of-magic,Tome of Magic,reduce person,0.692
Bulwark of Reality,tome-of-magic,Tome of Magic,word of recall,0.625
Detect Vestige,tome-of-magic,Tome of Magic,detect evil,0.72
Expunge the Supernatural,tome-of-magic,Tome of Magic,commune with nature,0.558
Hidden Truename,tome-of-magic,Tome of Magic,maddening scream,0.581
Horror of the Spoken Name,tome-of-magic,Tome of Magic,cloak of the sea,0.585
Ritual of Renaming,tome-of-magic,Tome of Magic,sign of sealing,0.606
Scramble True Position,tome-of-magic,Tome of Magic,true domination,0.595
Spurn the Supernatural,tome-of-magic,Tome of Magic,summon greather elemental,0.553
True Banishment,tome-of-magic,Tome of Magic,banishment,0.8
True Prayer of the Chosen,tome-of-magic,Tome of Magic,eyes of the king,0.585
True Prayer of the Faithful,tome-of-magic,Tome of Magic,righteous wrath of the faithful,0.724
Truename Binding,tome-of-magic,Tome of Magic,unbinding,0.72
"Truename Binding, Greater",tome-of-magic,Tome of Magic,"planar binding, greater",0.792
"Truename Binding, Lesser",tome-of-magic,Tome of Magic,"planar binding, lesser",0.783
Truename Dispel,tome-of-magic,Tome of Magic,reaving dispel,0.69
Unname,tome-of-magic,Tome of Magic,sunbeam,0.615
Vestigewrack,tome-of-magic,Tome of Magic,wrack,0.588
Warp Truename,tome-of-magic,Tome of Magic,warp destiny,0.56
Word of Genesis,tome-of-magic,Tome of Magic,sword of darkness,0.75
Abolish Shadows,unapproachable-east,Unapproachable East,path of shadow,0.621
Animate Dread Warrior,unapproachable-east,Unapproachable East,animate dead,0.727
Ball Lightning,unapproachable-east,Unapproachable East,call lightning,0.929
Beltyn's Burning Blood,unapproachable-east,Unapproachable East,burning blood,0.743
Bladebane,unapproachable-east,Unapproachable East,blade barrier,0.727
Decastave,unapproachable-east,Unapproachable East,castigate,0.667
Force Orb,unapproachable-east,Unapproachable East,force whip,0.632
Ghorus Toth's Magnetism,unapproachable-east,Unapproachable East,magnetism,0.562
Greenfire,unapproachable-east,Unapproachable East,regenerate,0.632
Ilyykur's Mantle,unapproachable-east,Unapproachable East,sunmantle,0.56
Improved Blink,unapproachable-east,Unapproachable East,power word blind,0.6
Improved Mage Armor,unapproachable-east,Unapproachable East,mage armor,0.69
Nybor's Gentle Reminder,unapproachable-east,Unapproachable East,gentle repose,0.556
Nybor's Stern Reproof,unapproachable-east,Unapproachable East,bear's endurance,0.486
Sinsabur's Baleful Bolt,unapproachable-east,Unapproachable East,summon nature's ally i,0.533
Snilloc's Snowball,unapproachable-east,Unapproachable East,illusory wall,0.581
Soul Scour,unapproachable-east,Unapproachable East,ghoul gesture,0.609
Superior Darkvision,unapproachable-east,Unapproachable East,darkvision,0.69
Watchware,unapproachable-east,Unapproachable East,death ward,0.632
Amorphous Form,underdark,Underdark,gaseous form,0.692
Blindsight,underdark,Underdark,hindsight,0.842
Burrow,underdark,Underdark,blur,0.6
"Burrow, Mass",underdark,Underdark,"harm, mass",0.636
Changestones,underdark,Underdark,changestaff,0.696
Clarity of Mind,underdark,Underdark,arrow mind,0.64
Contagious Fog,underdark,Underdark,contagious touch,0.8
Deeper Darkvision,underdark,Underdark,deeper darkness,0.75
Dehydrate,underdark,Underdark,desecrate,0.667
Drown,underdark,Underdark,acid arrow,0.533
"Drown, Mass",underdark,Underdark,"darkvision, mass",0.741
Eradicate Earth,underdark,Underdark,animate breath,0.69
Excavate,underdark,Underdark,reincarnate,0.632
Locate Node,underdark,Underdark,locate object,0.75
Mark of the Outcast,underdark,Underdark,mark of the hunter,0.757
Mineralize Warrior,underdark,Underdark,neutralize poison,0.629
Node Door,underdark,Underdark,phase door,0.632
Node Genesis,underdark,Underdark,telekinesis,0.609
Node Lock,underdark,Underdark,arcane lock,0.7
Portal Barricade,underdark,Underdark,fabricate,0.56
Portal Reformat,underdark,Underdark,permeable form,0.621
Portal Stabilization,underdark,Underdark,corporeal instability,0.683
Portal-to-Portal Redirect,underdark,Underdark,teleportation circle,0.489
Portal View,underdark,Underdark,hold portal,0.545
Reflective Disguise,underdark,Underdark,remove disease,0.606
"Reflective Disguise, Mass",underdark,Underdark,"cure critical wounds, mass",0.549
Rushing Waters,underdark,Underdark,crushing despair,0.667
